Date;	P
1923-07-03;5.3
1923-07-04;5.5
1923-07-05;4.2
1923-07-06;0.0
1923-07-07;4.3
1923-07-08;2.4
1923-07-09;0.0
1923-07-10;0.0
1923-07-11;0.0
1923-07-12;0.0
1923-07-13;2.0
1923-07-14;4.2
1923-07-15;0.0
1923-07-16;4.1
1923-07-17;0.0
1923-07-18;0.0
1923-07-19;0.0
1923-07-20;0.0
1923-07-21;3.2
1923-07-22;0.0
1923-07-23;0.0
1923-07-24;0.0
1923-07-25;0.0
1923-07-26;4.0
1923-07-27;2.2
1923-07-28;3.2
1923-07-29;0.0
1923-07-30;0.0
1923-07-31;0.0
1923-08-01;1.3
1923-08-02;0.0
1923-08-03;0.0
1923-08-04;0.0
1923-08-05;5.2
1923-08-06;4.3
1923-08-07;3.2
1923-08-08;2.2
1923-08-09;3.2
1923-08-10;5.2
1923-08-11;0.0
1923-08-12;0.0
1923-08-13;4.3
1923-08-14;6.2
1923-08-15;0.0
1923-08-16;0.0
1923-08-17;0.0
1923-08-18;4.2
1923-08-19;4.3
1923-08-20;5.2
1923-08-21;0.0
1923-08-22;0.0
1923-08-23;2.2
1923-08-24;3.3
1923-08-25;0.0
1923-08-26;5.2
1923-08-27;0.0
1923-08-28;5.4
1923-08-29;6.3
1923-08-30;4.3
1923-08-31;1.0
1923-09-01;2.8
1923-09-02;0.0
1923-09-03;36.7
1923-09-04;8.5
1923-09-05;2.6
1923-09-06;25.5
1923-09-07;0.0
1923-09-08;0.0
1923-09-09;19.3
1923-09-10;17.6
1923-09-11;19.7
1923-09-12;22.4
1923-09-13;26.5
1923-09-14;21.2
1923-09-15;17.3
1923-09-16;16.2
1923-09-17;28.3
1923-09-18;28.4
1923-09-19;9.0
1923-09-20;27.3
1923-09-21;0.0
1923-09-22;0.0
1923-09-23;0.7
1923-09-24;0.0
1923-09-25;0.0
1923-09-26;2.2
1923-09-27;0.0
1923-09-28;0.0
1923-09-29;7.8
1923-09-30;1.8
1923-10-01;37.6
1923-10-02;0.0
1923-10-03;0.5
1923-10-04;9.7
1923-10-05;8.8
1923-10-06;0.0
1923-10-07;0.0
1923-10-08;0.0
1923-10-09;37.8
1923-10-10;1.7
1923-10-11;15.4
1923-10-12;0.0
1923-10-13;0.0
1923-10-14;0.0
1923-10-15;3.4
1923-10-16;2.2
1923-10-17;3.5
1923-10-18;2.7
1923-10-19;11.4
1923-10-20;0.0
1923-10-21;1.3
1923-10-22;0.0
1923-10-23;2.2
1923-10-24;7.5
1923-10-25;0.0
1923-10-26;1.2
1923-10-27;2.3
1923-10-28;26.3
1923-10-29;1.2
1923-10-30;16.9
1923-10-31;10.4
1923-11-01;0.0
1923-11-02;8.0
1923-11-03;0.0
1923-11-04;0.0
1923-11-05;11.5
1923-11-06;10.2
1923-11-07;3.7
1923-11-08;0.0
1923-11-09;0.0
1923-11-10;2.2
1923-11-11;0.0
1923-11-12;0.0
1923-11-13;0.0
1923-11-14;0.0
1923-11-15;0.0
1923-11-16;0.0
1923-11-17;1.2
1923-11-18;0.0
1923-11-19;0.0
1923-11-20;0.0
1923-11-21;2.1
1923-11-22;0.0
1923-11-23;0.0
1923-11-24;0.0
1923-11-25;0.0
1923-11-26;0.0
1923-11-27;0.0
1923-11-28;2.9
1923-11-29;0.0
1923-11-30;0.0
1923-12-01;0.0
1923-12-02;0.0
1923-12-03;0.0
1923-12-04;0.0
1923-12-05;0.0
1923-12-06;0.0
1923-12-07;0.0
1923-12-08;0.0
1923-12-09;0.0
1923-12-10;0.0
1923-12-11;0.0
1923-12-12;0.0
1923-12-13;0.0
1923-12-14;0.0
1923-12-15;0.0
1923-12-16;0.0
1923-12-17;0.0
1923-12-18;0.0
1923-12-19;0.0
1923-12-20;0.0
1923-12-21;0.0
1923-12-22;0.0
1923-12-23;0.0
1923-12-24;0.0
1923-12-25;0.0
1923-12-26;0.0
1923-12-27;0.0
1923-12-28;0.0
1923-12-29;0.0
1923-12-30;0.0
1923-12-31;0.0
1924-01-01;0.0
1924-01-02;0.0
1924-01-03;0.0
1924-01-04;0.0
1924-01-05;2.2
1924-01-06;3.2
1924-01-07;3.5
1924-01-08;4.7
1924-01-09;0.0
1924-01-10;0.0
1924-01-11;0.0
1924-01-12;0.0
1924-01-13;0.0
1924-01-14;0.0
1924-01-15;0.0
1924-01-16;0.0
1924-01-17;0.0
1924-01-18;0.0
1924-01-19;0.0
1924-01-20;0.0
1924-01-21;0.0
1924-01-22;0.0
1924-01-23;0.0
1924-01-24;0.0
1924-01-25;0.0
1924-01-26;0.0
1924-01-27;0.0
1924-01-28;0.0
1924-01-29;0.0
1924-01-30;0.0
1924-01-31;0.0
1924-02-01;0.0
1924-02-02;3.2
1924-02-03;0.0
1924-02-04;0.0
1924-02-05;2.5
1924-02-06;0.0
1924-02-07;1.3
1924-02-08;0.0
1924-02-09;0.0
1924-02-10;0.0
1924-02-11;0.0
1924-02-12;0.0
1924-02-13;0.0
1924-02-14;0.0
1924-02-15;0.0
1924-02-16;0.0
1924-02-17;0.0
1924-02-18;0.0
1924-02-19;0.0
1924-02-20;0.0
1924-02-21;0.0
1924-02-22;2.2
1924-02-23;2.3
1924-02-24;0.0
1924-02-25;0.0
1924-02-26;0.0
1924-02-27;0.0
1924-02-28;0.0
1924-02-29;0.0
1924-03-01;0.0
1924-03-02;0.0
1924-03-03;0.0
1924-03-04;0.0
1924-03-05;0.0
1924-03-06;0.0
1924-03-07;0.0
1924-03-08;0.0
1924-03-09;0.0
1924-03-10;0.0
1924-03-11;2.1
1924-03-12;1.2
1924-03-13;0.0
1924-03-14;0.0
1924-03-15;0.0
1924-03-16;1.3
1924-03-17;1.2
1924-03-18;0.0
1924-03-19;0.0
1924-03-20;0.0
1924-03-21;0.0
1924-03-22;0.0
1924-03-23;0.0
1924-03-24;0.0
1924-03-25;0.0
1924-03-26;0.0
1924-03-27;0.0
1924-03-28;3.3
1924-03-29;0.0
1924-03-30;0.0
1924-03-31;0.0
1924-04-01;0.0
1924-04-02;0.0
1924-04-03;0.0
1924-04-04;0.0
1924-04-05;0.0
1924-04-06;0.0
1924-04-07;3.4
1924-04-08;8.2
1924-04-09;3.5
1924-04-10;0.0
1924-04-11;0.0
1924-04-12;0.0
1924-04-13;2.4
1924-04-14;5.2
1924-04-15;4.3
1924-04-16;0.0
1924-04-17;0.0
1924-04-18;0.0
1924-04-19;0.0
1924-04-20;2.2
1924-04-21;27.4
1924-04-22;29.2
1924-04-23;0.0
1924-04-24;45.3
1924-04-25;0.0
1924-04-26;0.0
1924-04-27;0.0
1924-04-28;2.2
1924-04-29;2.4
1924-04-30;24.3
1924-05-01;1.3
1924-05-02;1.2
1924-05-03;26.3
1924-05-04;0.0
1924-05-05;24.2
1924-05-06;12.9
1924-05-07;2.3
1924-05-08;0.0
1924-05-09;14.2
1924-05-10;25.3
1924-05-11;5.4
1924-05-12;2.2
1924-05-13;0.0
1924-05-14;0.0
1924-05-15;0.0
1924-05-16;0.0
1924-05-17;3.4
1924-05-18;0.0
1924-05-19;0.0
1924-05-20;2.2
1924-05-21;0.0
1924-05-22;56.3
1924-05-23;23.4
1924-05-24;5.2
1924-05-25;0.0
1924-05-26;3.2
1924-05-27;57.5
1924-05-28;31.3
1924-05-29;2.9
1924-05-30;53.2
1924-05-31;27.3
1924-06-01;0.0
1924-06-02;12.7
1924-06-03;5.3
1924-06-04;12.2
1924-06-05;7.3
1924-06-06;4.3
1924-06-07;8.2
1924-06-08;2.3
1924-06-09;0.0
1924-06-10;0.0
1924-06-11;10.4
1924-06-12;15.2
1924-06-13;0.0
1924-06-14;35.5
1924-06-15;43.2
1924-06-16;0.0
1924-06-17;0.0
1924-06-18;0.0
1924-06-19;0.0
1924-06-20;7.2
1924-06-21;54.5
1924-06-22;19.3
1924-06-23;0.0
1924-06-24;26.2
1924-06-25;18.3
1924-06-26;35.4
1924-06-27;43.2
1924-06-28;11.3
1924-06-29;7.5
1924-06-30;8.3
1924-07-01;0.0
1924-07-02;0.0
1924-07-03;0.0
1924-07-04;42.3
1924-07-05;37.4
1924-07-06;5.3
1924-07-07;0.0
1924-07-08;0.0
1924-07-09;15.4
1924-07-10;0.0
1924-07-11;0.0
1924-07-12;9.5
1924-07-13;0.0
1924-07-14;0.0
1924-07-15;0.0
1924-07-16;5.3
1924-07-17;0.0
1924-07-18;0.0
1924-07-19;26.2
1924-07-20;0.0
1924-07-21;0.0
1924-07-22;11.0
1924-07-23;0.0
1924-07-24;0.0
1924-07-25;0.0
1924-07-26;0.0
1924-07-27;0.0
1924-07-28;25.3
1924-07-29;32.4
1924-07-30;0.0
1924-07-31;19.2
1924-08-01;8.3
1924-08-02;5.2
1924-08-03;14.4
1924-08-04;0.0
1924-08-05;0.0
1924-08-06;5.2
1924-08-07;19.4
1924-08-08;7.3
1924-08-09;34.5
1924-08-10;35.2
1924-08-11;4.2
1924-08-12;18.3
1924-08-13;9.4
1924-08-14;25.2
1924-08-15;0.0
1924-08-16;31.3
1924-08-17;42.4
1924-08-18;0.0
1924-08-19;14.2
1924-08-20;11.3
1924-08-21;0.0
1924-08-22;25.4
1924-08-23;7.2
1924-08-24;0.0
1924-08-25;0.0
1924-08-26;0.0
1924-08-27;0.0
1924-08-28;42.5
1924-08-29;32.3
1924-08-30;9.2
1924-08-31;16.4
1924-09-01;0.0
1924-09-02;0.0
1924-09-03;0.0
1924-09-04;0.0
1924-09-05;0.0
1924-09-06;8.3
1924-09-07;11.2
1924-09-08;0.0
1924-09-09;0.0
1924-09-10;14.3
1924-09-11;5.2
1924-09-12;15.3
1924-09-13;27.2
1924-09-14;0.0
1924-09-15;0.0
1924-09-16;0.0
1924-09-17;0.0
1924-09-18;0.0
1924-09-19;0.0
1924-09-20;0.0
1924-09-21;10.2
1924-09-22;9.3
1924-09-23;7.4
1924-09-24;26.8
1924-09-25;15.2
1924-09-26;7.3
1924-09-27;11.2
1924-09-28;14.0
1924-09-29;6.3
1924-09-30;8.5
1924-10-01;11.3
1924-10-02;57.4
1924-10-03;15.2
1924-10-04;12.3
1924-10-05;0.0
1924-10-06;0.0
1924-10-07;8.2
1924-10-08;15.4
1924-10-09;27.3
1924-10-10;0.0
1924-10-11;0.0
1924-10-12;0.0
1924-10-13;15.3
1924-10-14;12.2
1924-10-15;19.4
1924-10-16;0.0
1924-10-17;0.0
1924-10-18;0.0
1924-10-19;0.0
1924-10-20;0.0
1924-10-21;0.0
1924-10-22;15.2
1924-10-23;17.4
1924-10-24;0.0
1924-10-25;0.0
1924-10-26;8.6
1924-10-27;0.0
1924-10-28;0.0
1924-10-29;0.0
1924-10-30;27.4
1924-10-31;0.0
1924-11-01;0.0
1924-11-02;0.0
1924-11-03;0.0
1924-11-04;0.0
1924-11-05;15.2
1924-11-06;7.3
1924-11-07;28.5
1924-11-08;28.5
1924-11-09;28.5
1924-11-10;0.0
1924-11-11;0.0
1924-11-12;0.0
1924-11-13;0.0
1924-11-14;0.0
1924-11-15;0.0
1924-11-16;17.4
1924-11-17;0.0
1924-11-18;25.2
1924-11-19;23.3
1924-11-20;0.0
1924-11-21;0.0
1924-11-22;0.0
1924-11-23;11.4
1924-11-24;0.0
1924-11-25;0.0
1924-11-26;0.0
1924-11-27;0.0
1924-11-28;0.0
1924-11-29;16.2
1924-11-30;23.4
1924-12-01;0.0
1924-12-02;0.0
1924-12-03;0.0
1924-12-04;0.0
1924-12-05;0.0
1924-12-06;0.0
1924-12-07;10.4
1924-12-08;0.0
1924-12-09;0.0
1924-12-10;0.0
1924-12-11;0.0
1924-12-12;0.0
1924-12-13;15.2
1924-12-14;12.4
1924-12-15;0.0
1924-12-16;0.0
1924-12-17;0.0
1924-12-18;0.0
1924-12-19;0.0
1924-12-20;0.0
1924-12-21;0.0
1924-12-22;14.5
1924-12-23;0.0
1924-12-24;7.2
1924-12-25;18.4
1924-12-26;0.0
1924-12-27;0.0
1924-12-28;9.2
1924-12-29;0.0
1924-12-30;0.0
1924-12-31;7.8
1925-01-01;11.4
1925-01-02;4.3
1925-01-03;0.0
1925-01-04;7.2
1925-01-05;0.0
1925-01-06;0.0
1925-01-07;0.0
1925-01-08;0.0
1925-01-09;0.0
1925-01-10;0.0
1925-01-11;0.0
1925-01-12;0.0
1925-01-13;0.0
1925-01-14;0.0
1925-01-15;0.0
1925-01-16;0.0
1925-01-17;0.0
1925-01-18;0.0
1925-01-19;0.0
1925-01-20;0.0
1925-01-21;0.0
1925-01-22;0.0
1925-01-23;0.0
1925-01-24;0.0
1925-01-25;0.0
1925-01-26;10.3
1925-01-27;0.0
1925-01-28;0.0
1925-01-29;0.0
1925-01-30;0.0
1925-01-31;0.0
1925-02-01;16.3
1925-02-02;0.0
1925-02-03;0.0
1925-02-04;0.0
1925-02-05;0.0
1925-02-06;9.2
1925-02-07;23.4
1925-02-08;17.3
1925-02-09;0.0
1925-02-10;0.0
1925-02-11;0.0
1925-02-12;11.2
1925-02-13;24.3
1925-02-14;43.4
1925-02-15;12.3
1925-02-16;0.0
1925-02-17;5.4
1925-02-18;0.0
1925-02-19;21.2
1925-02-20;35.3
1925-02-21;0.0
1925-02-22;0.0
1925-02-23;0.0
1925-02-24;0.0
1925-02-25;0.0
1925-02-26;0.0
1925-02-27;0.0
1925-02-28;0.0
1925-03-01;0.0
1925-03-02;15.5
1925-03-03;7.3
1925-03-04;
1925-03-05;0.0
1925-03-06;0.0
1925-03-07;0.0
1925-03-08;0.0
1925-03-09;0.0
1925-03-10;0.0
1925-03-11;0.0
1925-03-12;0.0
1925-03-13;0.0
1925-03-14;0.0
1925-03-15;0.0
1925-03-16;0.0
1925-03-17;0.0
1925-03-18;0.0
1925-03-19;0.0
1925-03-20;0.0
1925-03-21;0.0
1925-03-22;0.0
1925-03-23;0.0
1925-03-24;0.0
1925-03-25;0.0
1925-03-26;0.0
1925-03-27;0.3
1925-03-28;0.5
1925-03-29;17.3
1925-03-30;0.0
1925-03-31;24.3
1925-04-01;0.0
1925-04-02;0.0
1925-04-03;5.2
1925-04-04;26.3
1925-04-05;11.4
1925-04-06;0.0
1925-04-07;0.0
1925-04-08;0.0
1925-04-09;0.0
1925-04-10;0.0
1925-04-11;0.0
1925-04-12;7.2
1925-04-13;25.3
1925-04-14;27.3
1925-04-15;0.0
1925-04-16;0.0
1925-04-17;0.0
1925-04-18;4.0
1925-04-19;0.0
1925-04-20;34.2
1925-04-21;27.4
1925-04-22;29.3
1925-04-23;26.4
1925-04-24;28.5
1925-04-25;47.3
1925-04-26;49.2
1925-04-27;23.4
1925-04-28;36.2
1925-04-29;0.0
1925-04-30;44.3
1925-05-01;0.0
1925-05-02;28.3
1925-05-03;0.0
1925-05-04;0.0
1925-05-05;17.4
1925-05-06;0.0
1925-05-07;28.3
1925-05-08;42.5
1925-05-09;35.3
1925-05-10;23.4
1925-05-11;0.0
1925-05-12;0.0
1925-05-13;14.5
1925-05-14;0.0
1925-05-15;0.0
1925-05-16;0.0
1925-05-17;19.2
1925-05-18;0.0
1925-05-19;0.0
1925-05-20;0.0
1925-05-21;0.0
1925-05-22;16.4
1925-05-23;25.2
1925-05-24;0.0
1925-05-25;0.0
1925-05-26;11.3
1925-05-27;8.4
1925-05-28;9.3
1925-05-29;36.2
1925-05-30;48.2
1925-05-31;23.3
1925-06-01;0.0
1925-06-02;0.0
1925-06-03;0.0
1925-06-04;0.0
1925-06-05;19.2
1925-06-06;17.4
1925-06-07;22.3
1925-06-08;63.2
1925-06-09;15.4
1925-06-10;22.3
1925-06-11;9.2
1925-06-12;16.2
1925-06-13;0.0
1925-06-14;34.4
1925-06-15;32.3
1925-06-16;0.0
1925-06-17;21.4
1925-06-18;27.3
1925-06-19;0.0
1925-06-20;11.4
1925-06-21;0.0
1925-06-22;33.2
1925-06-23;0.0
1925-06-24;27.3
1925-06-25;24.4
1925-06-26;23.1
1925-06-27;0.0
1925-06-28;15.4
1925-06-29;28.2
1925-06-30;7.2
1925-07-01;25.3
1925-07-02;29.4
1925-07-03;26.2
1925-07-04;23.3
1925-07-05;34.2
1925-07-06;0.0
1925-07-07;0.0
1925-07-08;10.3
1925-07-09;7.4
1925-07-10;0.0
1925-07-11;20.3
1925-07-12;14.2
1925-07-13;0.0
1925-07-14;0.0
1925-07-15;0.0
1925-07-16;21.2
1925-07-17;11.4
1925-07-18;8.3
1925-07-19;24.3
1925-07-20;35.3
1925-07-21;30.4
1925-07-22;24.3
1925-07-23;7.4
1925-07-24;0.0
1925-07-25;0.0
1925-07-26;32.3
1925-07-27;18.4
1925-07-28;32.2
1925-07-29;0.0
1925-07-30;0.0
1925-07-31;37.3
1925-08-01;38.2
1925-08-02;0.0
1925-08-03;15.4
1925-08-04;12.3
1925-08-05;0.0
1925-08-06;17.2
1925-08-07;0.0
1925-08-08;22.3
1925-08-09;0.0
1925-08-10;0.0
1925-08-11;7.0
1925-08-12;0.0
1925-08-13;0.0
1925-08-14;21.4
1925-08-15;17.3
1925-08-16;25.2
1925-08-17;11.3
1925-08-18;27.4
1925-08-19;0.0
1925-08-20;24.2
1925-08-21;0.0
1925-08-22;15.3
1925-08-23;0.0
1925-08-24;16.2
1925-08-25;0.0
1925-08-26;0.0
1925-08-27;0.0
1925-08-28;34.3
1925-08-29;0.0
1925-08-30;42.2
1925-08-31;0.0
1925-09-01;27.2
1925-09-02;23.4
1925-09-03;9.3
1925-09-04;0.0
1925-09-05;39.2
1925-09-06;22.3
1925-09-07;5.4
1925-09-08;0.0
1925-09-09;0.0
1925-09-10;0.0
1925-09-11;0.0
1925-09-12;14.2
1925-09-13;0.0
1925-09-14;0.0
1925-09-15;37.3
1925-09-16;24.5
1925-09-17;4.2
1925-09-18;0.0
1925-09-19;39.4
1925-09-20;34.2
1925-09-21;32.3
1925-09-22;37.5
1925-09-23;43.2
1925-09-24;32.3
1925-09-25;44.2
1925-09-26;0.0
1925-09-27;23.5
1925-09-28;0.0
1925-09-29;7.3
1925-09-30;0.0
1925-10-01;11.4
1925-10-02;0.0
1925-10-03;0.0
1925-10-04;42.5
1925-10-05;21.3
1925-10-06;0.0
1925-10-07;0.0
1925-10-08;24.2
1925-10-09;12.4
1925-10-10;5.2
1925-10-11;27.4
1925-10-12;0.0
1925-10-13;0.0
1925-10-14;0.0
1925-10-15;0.0
1925-10-16;0.0
1925-10-17;0.0
1925-10-18;0.0
1925-10-19;0.0
1925-10-20;0.0
1925-10-21;0.0
1925-10-22;0.0
1925-10-23;10.3
1925-10-24;0.0
1925-10-25;0.0
1925-10-26;0.0
1925-10-27;24.5
1925-10-28;32.3
1925-10-29;43.2
1925-10-30;33.4
1925-10-31;0.0
1925-11-01;23.4
1925-11-02;0.0
1925-11-03;15.3
1925-11-04;0.0
1925-11-05;0.0
1925-11-06;0.0
1925-11-07;0.0
1925-11-08;0.0
1925-11-09;0.0
1925-11-10;0.0
1925-11-11;0.0
1925-11-12;0.0
1925-11-13;0.0
1925-11-14;0.0
1925-11-15;0.0
1925-11-16;0.0
1925-11-17;0.0
1925-11-18;0.0
1925-11-19;
1925-11-20;0.0
1925-11-21;0.0
1925-11-22;0.0
1925-11-23;15.2
1925-11-24;17.3
1925-11-25;0.0
1925-11-26;0.0
1925-11-27;19.4
1925-11-28;0.0
1925-11-29;0.0
1925-11-30;0.0
1925-12-01;0.0
1925-12-02;0.0
1925-12-03;0.0
1925-12-04;0.0
1925-12-05;0.0
1925-12-06;0.0
1925-12-07;0.0
1925-12-08;0.0
1925-12-09;0.0
1925-12-10;0.0
1925-12-11;0.0
1925-12-12;0.0
1925-12-13;0.0
1925-12-14;0.0
1925-12-15;0.0
1925-12-16;0.0
1925-12-17;0.0
1925-12-18;0.0
1925-12-19;0.0
1925-12-20;0.0
1925-12-21;0.0
1925-12-22;0.0
1925-12-23;11.3
1925-12-24;0.0
1925-12-25;0.0
1925-12-26;0.0
1925-12-27;0.0
1925-12-28;0.0
1925-12-29;0.0
1925-12-30;0.0
1925-12-31;0.0
1926-01-01;5.0
1926-01-02;0.0
1926-01-03;0.0
1926-01-04;0.0
1926-01-05;0.0
1926-01-06;0.0
1926-01-07;0.0
1926-01-08;0.0
1926-01-09;0.0
1926-01-10;0.0
1926-01-11;9.2
1926-01-12;25.3
1926-01-13;0.0
1926-01-14;0.0
1926-01-15;0.0
1926-01-16;0.0
1926-01-17;0.0
1926-01-18;0.0
1926-01-19;0.0
1926-01-20;0.0
1926-01-21;0.0
1926-01-22;0.0
1926-01-23;0.0
1926-01-24;0.0
1926-01-25;0.0
1926-01-26;0.0
1926-01-27;0.0
1926-01-28;11.4
1926-01-29;0.0
1926-01-30;0.0
1926-01-31;0.0
1926-02-01;0.0
1926-02-02;0.0
1926-02-03;0.0
1926-02-04;0.0
1926-02-05;0.0
1926-02-06;0.0
1926-02-07;0.0
1926-02-08;0.0
1926-02-09;0.0
1926-02-10;0.0
1926-02-11;0.0
1926-02-12;0.0
1926-02-13;0.0
1926-02-14;0.0
1926-02-15;0.0
1926-02-16;0.0
1926-02-17;0.0
1926-02-18;0.0
1926-02-19;0.0
1926-02-20;0.0
1926-02-21;0.0
1926-02-22;0.0
1926-02-23;0.0
1926-02-24;0.0
1926-02-25;0.0
1926-02-26;0.0
1926-02-27;0.0
1926-02-28;0.0
1926-03-01;0.0
1926-03-02;0.0
1926-03-03;0.0
1926-03-04;7.3
1926-03-05;4.2
1926-03-06;5.3
1926-03-07;0.0
1926-03-08;0.0
1926-03-09;0.0
1926-03-10;0.0
1926-03-11;0.0
1926-03-12;0.0
1926-03-13;0.0
1926-03-14;7.2
1926-03-15;0.0
1926-03-16;0.0
1926-03-17;0.0
1926-03-18;11.3
1926-03-19;12.4
1926-03-20;16.3
1926-03-21;0.0
1926-03-22;4.3
1926-03-23;10.3
1926-03-24;0.0
1926-03-25;0.0
